GeneName,VLDA,VQDA,penLDA,NSC,NaiveBayesKernel,VNPDA
CD72 (4200546),0,0,1,1,1,1
CD74 (1240070),0,0,1,1,0,0
CD74 (4560047),0,0,1,1,0,1
CD74 (7040008),0,0,1,1,0,1
CD79A (3940504),0,0,1,1,0,0
CD79B (770167),0,0,0,0,0,0
CD79B (4260725),0,0,1,0,0,0
CD79B (6450594),0,0,1,0,0,0
CD81 (610440),0,0,0,0,0,0
CD82 (2340768),0,0,1,1,0,0
CD82 (5130136),0,0,0,0,0,0
CD83 (5050162),0,0,0,0,0,0
CD83 (6620026),0,0,0,0,0,0
CD84 (4060095),1,0,1,1,1,1
CD86 (4040022),0,0,1,1,1,1
CD86 (4210465),0,0,1,1,1,1
CD8A (670369),0,0,1,1,0,0
CD8A (2970408),0,0,1,0,1,1
CD8A (3170128),0,0,1,1,0,1
CD9 (6250487),0,0,0,0,0,0
CD93 (6100615),0,0,0,0,0,0
CD96 (2710754),0,0,1,1,1,1
CD96 (4560743),0,0,1,1,1,1
CD97 (1470626),0,1,1,1,0,1
CD97 (6960630),0,1,1,1,0,0
CD99 (4290097),0,0,0,0,0,0
CD99L2 (1780079),0,0,0,0,0,0
CD99L2 (5420358),0,0,0,0,0,0
CDA (5090372),0,0,0,0,0,0
CDAN1 (3940309),0,0,0,0,0,0
CDAN1 (5910445),0,0,0,0,0,0
CDC123 (6100301),0,0,0,0,0,0
CDC14B (6040037),0,0,0,0,0,0
CDC16 (3170561),0,0,0,0,0,0
CDC16 (4880521),0,0,1,0,0,0
CDC16 (5360619),0,0,0,0,0,0
CDC2 (1050706),0,0,0,0,0,0
CDC20 (1500010),0,0,0,0,0,0
CDC23 (1470750),0,0,0,0,0,0
CDC25A (2480341),0,0,0,0,0,0
CDC25B (4760338),0,0,0,0,0,0
CDC26 (1410079),0,0,0,0,0,0
CDC2L1 (4250739),0,0,1,0,0,0
CDC2L2 (2640246),0,0,0,0,0,0
CDC2L5 (940128),0,0,1,1,0,0
CDC2L5 (6280044),0,0,0,0,0,0
CDC2L6 (3930452),0,0,0,0,0,0
CDC34 (1710278),0,0,0,0,0,0
CDC37 (4150670),0,0,1,0,0,0
CDC40 (2810594),0,0,0,0,0,0
CDC42 (1780564),0,0,0,0,0,1
CDC42 (5270386),0,0,0,0,0,0
CDC42BPA (3170497),0,0,0,0,0,0
CDC42BPB (4200703),0,0,0,0,0,0
CDC42EP1 (6760750),0,0,0,0,0,0
CDC42EP4 (1070047),0,0,1,1,1,1
CDC42EP5 (3370730),0,0,0,0,0,0
CDC42SE1 (4480192),0,0,1,0,0,0
CDC42SE1 (4540288),0,0,0,0,0,0
CDC42SE2 (6770161),0,0,1,0,0,0
CDC45L (2320170),0,0,0,0,0,0
CDC5L (6760189),0,0,0,0,0,0
CDC7 (4900044),0,0,1,0,0,0
CDCA3 (6370474),0,0,0,0,0,0
CDCA4 (160470),0,0,0,0,0,0
CDCA4 (290333),0,0,0,0,0,0
CDCA4 (7610494),0,0,0,0,0,0
CDCA5 (130022),0,0,0,0,0,0
CDCA7 (2070520),0,0,0,0,0,0
CDCA8 (4830634),0,0,0,0,0,0
CDH1 (1300113),0,0,1,0,0,0
CDH11 (2650709),0,0,0,0,0,0
CDH19 (2760541),0,0,0,0,0,0
CDH2 (1170709),0,0,0,0,0,0
CDH3 (7610338),0,0,0,0,0,0
CDH5 (4730482),0,0,0,0,0,0
CDIPT (990161),0,0,0,0,0,0
CDK10 (1850309),0,0,1,0,0,0
CDK2 (2350286),0,0,0,0,0,0
CDK2 (4590064),0,0,1,0,0,0
CDK2AP2 (2100411),0,0,0,0,0,0
CDK4 (7380110),0,0,1,0,0,0
CDK5 (3170674),0,0,0,0,0,0
CDK5R1 (2750280),0,0,0,0,0,0
CDK5R1 (3930594),0,0,0,0,0,0
CDK5RAP1 (1260025),0,0,0,0,0,0
CDK5RAP2 (4260017),0,0,0,0,0,0
CDK5RAP2 (5690228),0,0,0,0,0,0
CDK5RAP3 (650601),0,0,1,0,0,0
CDK5RAP3 (4230228),0,0,0,0,0,0
CDK5RAP3 (5550465),0,0,0,0,0,0
CDK6 (670286),0,0,0,0,0,0
CDK7 (4760369),0,0,1,0,0,0
CDK9 (430767),0,0,0,0,0,0
CDKAL1 (2230020),0,0,0,0,0,0
CDKL3 (3610156),0,0,0,0,0,0
CDKN1A (4230201),0,0,0,0,0,0
CDKN1B (130309),0,0,1,0,0,0
CDKN1B (1030348),0,0,0,0,0,0
CDKN1C (5890653),0,0,1,0,0,0
CDKN2A (6620014),0,0,0,0,0,0
CDKN2AIP (5090440),0,0,0,0,0,0
CDKN2AIPNL (7400224),0,0,1,0,0,0
CDKN2B (620487),0,0,0,0,0,0
CDKN2C (4920593),0,0,0,0,0,0
CDKN2D (7050326),0,0,1,0,0,0
CDKN3 (5260014),0,0,1,1,0,0
CDR2 (2140228),0,0,1,1,0,1
CDR2L (3940482),0,0,0,0,0,0
CDRT4 (5050148),0,0,0,0,0,1
CDS2 (510673),0,0,0,0,0,0
CDT1 (2630433),0,0,0,0,0,0
CDV3 (3130356),0,0,1,1,0,0
CDV3 (5720746),0,0,1,0,0,0
CDYL (1050114),0,0,0,0,0,0
CEACAM1 (2970286),0,0,1,0,0,0
CEACAM1 (5340767),0,0,1,0,0,0
CEACAM1 (5700753),0,0,1,0,0,0
CEBPA (1430280),0,0,1,1,0,0
CEBPB (20446),0,0,1,0,0,1
CEBPD (5490408),0,0,0,0,0,0
CEBPG (4230431),0,0,0,0,0,0
CEBPZ (4760373),0,0,0,0,0,0
CECR1 (6200064),0,0,1,1,0,0
CECR5 (1190035),0,0,0,0,0,0
CECR5 (1340470),0,0,1,0,0,0
CECR7 (1780274),0,0,0,0,0,0
CELSR2 (3710240),0,0,1,0,0,0
CELSR3 (6350437),0,0,0,0,0,0
CENPA (2600392),0,0,0,0,0,0
CENPA (4760577),0,0,0,0,0,0
CENPB (610056),0,0,0,0,0,0
CENPE (6100564),0,0,0,0,0,0
CENPF (4780129),0,0,0,0,0,0
CENPJ (460561),0,0,0,0,0,0
CENPK (5700086),0,0,0,0,0,0
CENPL (4060468),0,0,0,0,0,0
CENPM (1450192),0,0,0,0,0,0
CENPM (3930324),0,0,0,0,0,0
CENPM (6100079),0,0,0,0,0,0
CENPN (3890475),0,0,1,0,0,0
CENPO (4560682),0,0,0,0,0,0
CENTA1 (830735),0,0,1,1,0,0
ADAP2 (3990433),0,0,1,1,0,0
ACAP1 (7210682),0,0,1,1,0,1
CENTB2 (60746),0,0,0,0,0,0
CENTB2 (3060747),0,0,1,0,0,0
ARAP2 (4760066),0,0,1,0,0,0
CENTD2 (7000551),0,0,0,0,0,0
ARAP3 (7380255),0,0,0,0,0,0
CENTG2 (4220692),0,0,0,0,0,0
AGAP3 (3890431),0,0,0,0,0,0
CENTG3 (6220164),0,0,0,0,0,0
CEP110 (1440630),0,0,1,0,0,0
CEP135 (270022),0,0,0,0,0,0
CEP164 (1070376),0,0,1,0,0,0
CEP192 (4490154),0,0,0,0,0,0
CEP27 (840551),0,0,0,0,0,0
CEP350 (5340553),0,0,0,0,0,0
CEP55 (7510709),0,0,1,0,0,0
CEP63 (2690064),0,0,1,0,0,0
CEP68 (1110039),0,0,0,0,0,0
CEPT1 (2190730),0,0,1,0,0,0
CEPT1 (4610687),0,0,0,0,0,0
CEPT1 (5870403),0,0,0,0,0,0
CERCAM (7550048),0,0,0,0,0,0
CERK (2230367),0,0,0,0,0,0
CERK (3060692),0,0,0,0,0,0
CES2 (3520372),0,0,0,0,0,0
CES2 (3850471),0,0,0,0,0,0
CETN2 (2120707),0,0,1,0,0,0
CETN3 (830136),0,0,0,0,0,0
CETP (7510079),0,0,1,0,0,0
CFB (3370349),0,0,1,1,0,0
CFD (1240152),0,0,1,0,0,0
CFDP1 (6200494),0,0,0,0,0,0
CFH (380424),0,0,1,0,0,0
CFH (3360279),0,0,0,0,0,1
CFH (6250484),0,0,0,0,0,0
CFI (1690609),0,0,0,0,0,0
CFL1 (4250458),0,0,0,0,0,0
CFLAR (1240593),0,0,1,0,0,1
CGGBP1 (1300398),0,0,0,0,0,0
CGGBP1 (3370687),0,0,0,0,0,0
RRP7A (3130598),0,0,0,0,0,0
CGI-96 (3140669),0,0,0,0,0,1
CGNL1 (110100),0,0,0,0,0,0
CGRRF1 (1940561),0,0,1,0,0,0
CHAF1B (4610731),0,0,1,0,0,0
CHCHD1 (7570619),0,0,0,0,0,0
CHCHD2 (4540730),0,0,0,0,0,0
CHCHD3 (6620626),0,0,0,0,0,0
CHCHD4 (3850292),0,0,0,0,0,0
CHCHD5 (6900392),0,0,1,0,0,0
CHCHD6 (450072),0,0,0,0,0,0
CHCHD7 (5220504),0,0,0,0,0,0
CHCHD8 (4120025),0,0,0,0,0,0
CHCHD9 (3440168),0,0,1,0,0,1
CHD1 (2350176),0,0,0,0,0,0
CHD1L (5870148),0,0,0,0,0,0
CHD4 (430224),0,0,0,0,0,0
CHD4 (4640435),0,0,0,0,0,0
CHD6 (4250082),0,0,0,0,0,0
CHD7 (1580487),0,0,0,0,0,0
CHD8 (1170564),0,0,0,0,0,0
CHD9 (1710474),0,0,0,0,0,0
CHEK1 (7200270),0,0,1,0,0,0
CHEK2 (5260685),0,0,0,0,0,0
CHEK2 (7380376),0,0,0,0,0,0
CHERP (3130180),0,0,0,0,0,0
CHES1 (4230470),0,0,0,0,0,0
CHFR (830168),0,0,0,0,0,0
CHIC2 (3130576),0,0,0,0,0,0
CHKA (3460424),0,0,0,0,0,0
CHKA (6330170),0,0,0,0,0,0
CHKB (3400450),0,0,0,0,0,0
CHKB (4920025),0,0,0,0,0,0
CHM (780376),0,0,0,0,0,0
CHMP1A (5900332),0,0,1,1,1,1
CHMP1B (3940148),0,0,0,0,0,0
CHMP2A (3130022),0,0,0,0,0,0
CHMP2A (3290181),0,0,0,0,0,0
CHMP2A (4260762),0,0,0,0,0,0
CHMP2B (6250121),0,0,1,0,0,0
CHMP4A (460468),0,0,1,1,0,1
CHMP4B (4180315),0,0,0,0,0,0
CHMP5 (6450326),0,0,0,0,0,0
CHMP5 (7650347),0,0,0,0,0,0
CHMP6 (4480592),0,0,1,0,0,0
CHN1 (610332),0,0,1,0,0,0
CHN2 (3190246),0,0,0,0,0,0
CHODL (5690241),0,0,1,0,0,0
CHORDC1 (380528),0,0,0,0,0,0
CHP (6760192),0,0,0,0,0,0
CHPF (4250291),0,0,0,0,0,0
CHPT1 (2260600),0,0,0,0,0,0
CHPT1 (2630687),0,0,0,0,0,0
CHRAC1 (610300),0,0,0,0,0,0
CHRNA5 (6280731),0,0,0,0,0,1
CHRNB1 (7650639),0,0,1,0,0,0
CHST10 (270348),0,0,1,1,1,1
CHST12 (1710546),0,0,0,0,0,0
CHST13 (4050768),0,0,1,0,0,1
CHST14 (2630369),0,0,0,0,0,0
CHST3 (3930736),0,0,0,0,0,0
CHST6 (20445),0,0,0,0,0,0
CHST7 (5900452),0,0,0,0,0,0
CHSY1 (3060128),0,0,1,0,0,1
CHSY3 (4250328),0,0,1,0,0,0
CHTF18 (1770689),0,0,0,0,0,0
CHUK (3520541),0,0,1,1,1,1
CHURC1 (6370612),0,0,0,0,0,0
CIAO1 (2690022),0,0,0,0,0,0
CIAO1 (6980156),0,0,0,0,0,0
CIAPIN1 (5670523),0,0,1,1,0,0
CIB1 (4900440),0,0,0,0,0,0
CIC (5550600),0,0,0,0,0,0
CICE (240437),0,0,1,0,0,0
CIDEB (5810719),0,0,0,0,0,0
CIITA (4210167),0,0,1,0,1,1
CILP (1440709),0,0,0,0,0,0
CILP (6400427),0,0,0,0,0,0
CINP (5080575),0,0,0,0,0,0
CIP29 (4760523),0,0,1,0,0,0
CIR1 (2100136),0,0,0,0,0,0
CIRBP (7560047),0,0,0,0,0,0
CIRH1A (4200162),0,0,0,0,0,0
CISD1 (20392),0,0,0,0,0,0
CISD1 (6220441),0,0,0,0,0,0
CISD2 (4260156),0,0,0,0,0,0
CITED1 (5290711),0,0,0,0,0,0
CITED2 (7550112),0,0,0,0,0,0
CITED4 (5810142),0,0,0,0,0,0
CKAP2 (1050672),0,0,0,0,0,0
CKAP2 (7040711),0,0,0,0,0,0
CKAP2L (6380324),0,0,0,0,0,0
CKAP4 (4490528),0,0,0,0,0,0
CKAP5 (630333),0,0,0,0,0,0
CKB (4150066),0,0,0,0,0,0
CKLF (1660528),0,0,0,0,0,0
CKLF (2760519),0,0,0,0,0,0
CKS1B (2450358),0,0,0,0,0,0
CKS1B (4210088),0,0,0,0,0,0
CKS2 (780528),0,0,0,0,0,0
CKS2 (6200468),0,0,0,0,0,0
CLASP1 (5290215),0,0,0,0,0,0
CLASP2 (6350370),0,0,0,0,0,0
CLCC1 (3440601),0,0,0,0,0,0
CLCC1 (3610722),0,0,0,0,0,0
CLCN3 (3440463),0,0,0,0,0,0
CLCN6 (2900768),0,0,0,0,0,0
CLCN6 (3850136),0,0,0,0,0,0
CLCN7 (2060088),0,0,0,0,0,0
CLDN1 (5960296),0,0,0,0,0,0
CLDN11 (3400431),0,0,0,0,0,0
CLDN12 (1070133),0,0,0,0,0,0
CLDN14 (940500),0,0,0,0,0,0
CLDN15 (3780291),0,0,0,0,0,0
CLDN23 (1850156),0,0,0,0,0,0
CLDN5 (5130382),0,0,0,0,0,0
CLDND1 (4640626),0,0,1,0,0,0
CLDND1 (4810286),0,0,0,0,0,0
CLDND2 (610154),0,0,1,0,0,0
CLEC10A (6270564),0,0,1,1,1,1
CLEC11A (1940048),0,0,0,0,0,0
CLEC12A (3170601),0,0,1,1,1,1
CLEC14A (3310747),0,0,0,0,0,0
CLEC16A (160224),0,0,0,0,0,0
CLEC1A (7320348),0,0,0,0,0,0
CLEC2B (2490161),0,0,1,0,0,0
CLEC2D (4590717),0,0,1,0,0,0
CLEC2D (5490341),0,0,0,0,0,0
CLEC4A (2570022),0,0,1,1,1,1
CLEC4A (4050202),0,0,1,1,1,1
CLECL1 (6370414),0,0,1,1,0,0
CLIC1 (3450072),0,0,0,0,0,0
CLIC2 (4040192),0,0,1,1,1,1
CLIC4 (270653),0,0,1,0,0,0
CLIC4 (3170762),0,0,0,0,0,0
CLIC4 (3890193),0,0,1,0,0,0
CLIC6 (3930424),0,0,1,0,0,0
CLINT1 (7040280),0,0,0,0,0,0
CLIP1 (2260066),0,0,0,0,0,0
CLIP2 (730523),0,0,0,0,0,0
CLIP3 (650689),0,0,0,0,0,0
CLIP4 (3310672),0,0,0,0,0,0
CLK1 (520382),0,0,0,0,0,0
CLK1 (3440138),0,0,0,0,0,0
CLK2 (830598),0,0,1,0,0,0
CLK2 (4200497),0,0,1,0,0,0
CLK3 (2970685),0,0,0,0,0,0
CLK3 (4640041),0,0,0,0,0,0
CLK3 (7380021),0,0,0,0,0,0
CLK4 (5820403),0,0,0,0,0,0
CLN3 (520630),0,0,0,0,0,0
CLN3 (6580682),0,0,0,0,0,0
CLN5 (1740040),0,0,0,0,0,0
CLN6 (2340689),0,0,0,0,0,0
CLN8 (290661),0,0,0,0,0,1
CLN8 (5130066),0,0,1,1,0,0
CLNS1A (1070639),0,0,0,0,0,0
CLOCK (5690402),0,0,0,0,0,0
CLP1 (5080156),0,0,0,0,0,0
CLPP (2510079),0,0,0,0,0,0
CLPTM1 (770168),0,0,0,0,0,0
CLPTM1L (1050750),0,0,1,0,0,1
CLPX (6760050),0,0,0,0,0,0
CLSTN1 (1470184),0,0,0,0,0,0
CLTA (4390327),0,0,0,0,0,0
CLTA (6380128),0,0,1,0,0,0
CLTB (1110095),0,0,0,0,0,0
CLTC (4730458),0,0,0,0,0,0
CLUAP1 (1450273),0,0,0,0,0,0
CLUAP1 (2230129),0,0,0,0,0,0
CLUAP1 (4610296),0,0,1,0,0,0
CLUAP1 (6980477),0,0,0,0,0,0
CLYBL (2070044),0,0,0,0,0,0
CLYBL (4610273),0,0,0,0,0,0
CMAH (5550066),0,0,1,1,0,0
CMAS (2140379),0,0,0,0,0,0
CMAS (6380608),0,0,0,0,0,0
CMBL (5810564),0,0,1,1,1,0
CMIP (360626),0,0,1,1,0,0
CMKLR1 (1690626),1,0,1,1,1,1
CMPK1 (2640551),0,0,1,0,0,0
CMPK1 (6420446),0,0,0,0,0,0
CMTM3 (3890551),0,0,0,0,0,0
CMTM3 (6020746),0,0,0,0,0,0
CMTM4 (2120634),0,0,0,0,0,0
CMTM4 (2230630),0,0,0,0,0,0
CMTM6 (1470520),0,0,1,0,0,0
CMTM7 (2140239),0,0,0,0,0,0
CMTM7 (4250048),0,0,1,0,0,0
CMTM7 (4290403),0,0,0,0,0,0
CMTM8 (2480037),0,0,0,0,0,0
CNBP (5900600),0,0,1,0,0,0
CNBP (7380068),0,0,0,0,0,0
CNDP2 (3390017),0,0,1,0,0,0
CNFN (7570494),0,0,1,0,0,0
CNIH (2900187),0,0,0,0,0,0
CNIH (3120767),0,0,0,0,0,0
CNIH (4070088),0,0,0,0,0,0
CNIH3 (4220753),0,0,0,0,0,0
CNIH4 (6400332),0,0,1,0,0,0
CNKSR3 (5420731),0,0,1,0,0,0
CNN2 (5550037),0,0,1,0,0,0
CNN3 (4640743),0,0,1,0,0,0
CNNM1 (520519),0,0,1,0,0,0
CNNM3 (6180463),0,0,1,0,0,0
CNO (6900195),0,0,1,1,0,0
CNOT1 (6520382),0,0,0,0,0,0
CNOT10 (1300463),0,0,1,0,0,0
CNOT2 (4010279),0,0,1,0,0,0
CNOT3 (380309),0,0,0,0,0,0
CNOT4 (1440356),0,0,0,0,0,0
CNOT6 (4560139),0,0,0,0,0,0
CNOT6L (4730619),0,0,0,0,0,0
CNOT7 (3120176),0,0,1,0,0,0
CNOT7 (4590241),0,0,0,0,0,0
CNOT8 (4640484),0,0,0,0,0,0
CNOT8 (6560609),0,0,0,0,0,0
CNPY3 (10187),0,0,0,0,0,0
CNPY3 (240025),0,0,1,0,0,0
CNPY4 (1090255),0,0,0,0,0,0
CNPY4 (6200743),0,0,0,0,0,0
CNTNAP1 (4570358),0,0,1,0,0,0
CNTROB (4560482),0,0,0,0,0,0
COASY (360747),0,0,1,0,1,0
COASY (4280343),0,0,0,0,0,0
COBLL1 (5080601),0,0,0,0,0,0
COBRA1 (6860113),0,0,0,0,0,0
COBRA1 (6940408),0,0,1,0,0,0
COG1 (5310259),0,0,1,1,0,0
COG2 (6550647),0,0,1,0,0,0
COG3 (730288),0,0,0,0,0,0
COG3 (3990594),0,0,0,0,0,0
COG4 (2710546),0,0,0,0,0,0
COG5 (1430577),0,0,0,0,0,0
COG5 (4040630),0,0,1,0,0,0
COG5 (6580379),0,0,0,0,0,0
COG6 (5420376),0,0,1,0,0,0
COG7 (1030358),0,0,0,0,0,0
COIL (4250768),0,0,0,0,0,0
COL11A1 (3460743),0,0,0,0,0,0
COL12A1 (3060095),0,0,0,0,0,0
COL14A1 (3800010),0,0,1,0,0,0
COL15A1 (5090026),0,0,0,0,0,0
COL16A1 (5360743),0,0,0,0,0,0
COL18A1 (5290132),0,0,0,0,0,0
COL1A1 (6960142),0,0,0,0,0,0
COL1A2 (4040671),0,0,0,0,0,0
COL1A2 (6060612),0,0,0,0,0,0
COL22A1 (4250408),0,0,0,0,0,0
COL3A1 (2120021),0,0,0,0,0,0
COL4A1 (5910431),0,0,0,0,0,0
COL4A2 (6760475),0,0,0,0,0,0
COL4A3BP (4120707),0,0,0,0,0,0
COL4A5 (270706),0,0,1,0,0,0
COL5A1 (4920369),0,0,0,0,0,0
COL5A2 (4490292),0,0,0,0,0,0
COL6A1 (7570598),0,0,0,0,0,0
COL6A2 (2750356),0,0,0,0,0,0
COL6A2 (3390458),0,0,0,0,0,0
COL6A3 (2470114),0,0,1,0,0,0
COL6A3 (6250192),0,0,1,0,0,0
COL7A1 (2490593),0,0,1,0,0,0
COL8A1 (2510091),0,0,0,0,0,0
COL8A1 (3360452),0,0,0,0,0,0
COL8A2 (70196),0,0,0,0,0,1
COL8A2 (3780168),0,0,0,0,0,0
COLEC11 (7050372),0,0,1,0,0,0
COLEC12 (2100767),0,0,0,0,0,0
COLQ (2030400),0,0,1,1,0,0
COLQ (4290288),0,0,1,0,0,0
COMMD1 (3360093),0,0,0,0,0,0
COMMD10 (1740392),0,0,0,0,0,0
COMMD10 (6510719),0,0,0,0,0,0
COMMD2 (6560020),0,0,1,0,0,0
COMMD3 (1230523),0,0,0,0,0,0
COMMD4 (2370093),0,0,0,0,0,0
COMMD5 (20707),0,0,1,0,0,0
COMMD6 (4260484),0,0,0,0,0,0
COMMD7 (7050576),0,0,0,0,0,0
COMMD8 (1770400),0,0,0,0,0,0
COMMD9 (3610114),0,0,0,0,0,0
COMT (520446),0,0,0,0,0,0
COMT (6940243),0,0,0,0,0,0
COMTD1 (6960377),0,0,0,0,0,0
CARD16 (2030170),0,0,1,0,0,0
COPA (4150500),0,0,0,0,0,0
COPB1 (6980170),0,0,0,0,0,0
COPB2 (50397),0,0,1,0,0,0
COPE (1070504),0,0,0,0,0,0
COPE (1710687),0,0,0,0,0,0
COPG (6510037),0,0,0,0,0,0
COPG2 (2030386),0,0,0,0,0,0
COPS3 (1030551),0,0,1,0,0,1
COPS4 (4290400),0,0,0,0,0,0
COPS5 (4010347),0,0,1,0,0,0
COPS6 (6350114),0,0,0,0,0,0
COPS7A (7320181),0,0,1,0,0,0
COPS7B (4590661),0,0,1,0,0,0
COPS8 (3180020),0,0,0,0,0,0
COPS8 (6940092),0,0,0,0,0,0
COPZ1 (6330309),0,0,0,0,0,0
COPZ2 (5820292),0,0,1,0,0,0
COQ10A (2630008),0,0,1,1,0,0
COQ10B (6380021),0,0,0,0,0,0
COQ2 (5720128),0,0,1,0,0,0
COQ3 (2760181),0,0,0,0,0,0
COQ5 (7570500),0,0,0,0,0,0
COQ6 (6060164),0,0,1,0,0,0
COQ6 (6620315),0,0,1,0,0,0
COQ7 (3310440),0,0,0,0,0,0
COQ9 (6660600),0,0,1,0,0,0
CORO1A (5390113),0,0,1,1,0,0
CORO1B (3780451),0,0,0,0,0,0
CORO1B (5310170),0,0,0,0,0,0
CORO1C (670025),0,0,0,0,0,0
CORO2A (1410609),0,0,0,0,0,0
CORO2B (1660154),0,0,0,0,0,0
CORO2B (5700131),0,0,0,0,0,0
CORO7 (3360167),0,0,0,0,0,0
COX10 (3930053),0,0,1,0,0,0
COX15 (4200100),0,0,0,0,0,0
COX17 (630735),0,0,0,0,0,0
COX19 (1450255),0,0,0,0,0,0
COX4I1 (3390022),0,0,1,0,0,0
COX4NB (2630553),0,0,1,0,0,0
COX5A (4900670),0,0,0,0,0,0
COX5B (1190220),0,0,1,1,0,0
COX6A1 (3850110),0,0,1,0,0,0
COX6B1 (4250095),0,0,0,0,0,1
COX6C (5820465),0,0,1,0,0,0
COX7A1 (5390138),0,0,0,0,0,0
COX7A2 (540491),0,0,1,0,0,0
COX7B (2260576),0,0,0,0,0,0
COX7C (7570475),0,0,1,0,0,0
COX8A (4490259),0,0,0,0,0,0
CP110 (5260082),0,0,0,0,0,0
CPD (6020543),0,0,0,0,0,0
CPE (5390687),0,0,0,0,0,0
CPEB1 (4900592),0,0,0,0,0,0
CPEB1 (7510603),0,0,0,0,0,0
CPEB2 (4830382),0,0,0,0,0,0
CPEB3 (3610386),0,0,1,0,0,0
CPEB4 (1500131),0,0,0,0,0,0
CPM (1980719),0,0,0,0,0,0
CPN1 (6510400),0,0,1,1,0,0
CPNE1 (4570500),0,0,0,0,0,0
CPNE1 (6180184),0,0,0,0,0,0
CPNE3 (7570215),0,0,0,0,0,0
CPNE8 (580592),0,0,0,0,0,0
CPNE8 (1470386),0,0,0,0,0,0
CPS1 (6110044),0,0,0,0,0,0
CPSF1 (3130349),0,0,0,0,0,0
CPSF2 (1430110),0,0,1,0,0,0
CPSF2 (3830204),0,0,1,0,0,1
CPSF3 (5720564),0,0,0,0,0,0
CPSF3L (2070370),0,0,0,0,0,0
CPSF3L (4570692),0,0,0,0,0,0
CPSF4 (5560010),0,0,0,0,0,0
CPT1A (5290358),0,0,0,0,0,0
CPT1B (5360500),0,0,0,0,0,0
CPT1C (7560647),0,0,1,1,0,0
CPT2 (5360653),0,0,0,0,0,0
CPVL (60136),0,0,0,0,0,0
CPVL (1400703),0,0,0,0,0,0
CPXM1 (730577),0,0,0,0,0,0
CPXM2 (5890139),0,0,0,0,0,1
CRABP2 (3400296),0,0,0,0,0,0
CRADD (1990291),0,0,0,0,0,0
CRAMP1L (5340066),0,0,0,0,0,0
CRBN (3610630),0,0,1,0,0,0
CRBN (3780554),0,0,1,0,0,0
CREB1 (1340358),0,0,0,0,0,0
CREB1 (7510470),0,0,0,0,0,1
CREB3L2 (20110),0,0,0,0,0,0
CREB5 (6200577),0,0,0,0,0,0
CREBBP (6840148),0,0,0,0,0,0
CREBZF (2120279),0,0,0,0,0,0
CREG1 (1090497),0,0,1,0,0,0
CRELD1 (3400619),0,0,0,0,0,0
CRELD2 (6560390),0,0,0,0,0,0
CRHR1 (1400079),0,0,0,0,0,0
CRIP1 (1170047),0,0,1,0,0,0
CRIP2 (5340246),0,0,0,0,0,0
CRIPAK (4210653),0,0,0,0,0,0
CRIPT (5090731),0,0,0,0,0,0
CRISPLD2 (4180079),0,0,0,0,0,0
CRK (4780086),0,0,0,0,0,0
CRK (6550196),0,0,0,0,0,0
CRK (7040014),0,0,0,0,0,0
CRKL (5960767),0,0,0,0,0,0
CRKRS (5860048),0,0,1,0,0,0
CRLF3 (670026),0,0,1,0,0,0
CRLF3 (1740041),0,0,1,1,0,0
CRLS1 (2710446),0,0,0,0,0,0
CRNKL1 (270309),0,0,0,0,0,0
CRNN (2350022),0,0,1,0,0,0
CROCC (610424),0,0,0,0,0,0
CROP (3140047),0,0,0,0,0,0
CROP (5900129),0,0,0,0,0,0
CROT (3830274),0,0,0,0,0,0
CRSP9 (6060452),0,0,0,0,0,0
CRTAC1 (1660075),0,0,0,0,0,0
CRTAP (5700646),0,0,0,0,0,0
CRTAP (6770168),0,0,0,0,0,0
CRTC2 (4260187),0,0,0,0,0,0
CRY1 (1940253),0,0,0,0,0,0
CRY1 (2850059),0,0,0,0,0,0
CRY2 (1190193),0,0,0,0,0,0
CRYAB (6110079),0,0,0,0,0,0
CRYBB2 (1780369),0,0,0,0,0,0
CRYGS (6100064),0,0,0,0,0,0
CRYL1 (3940458),0,0,0,0,0,0
CRYZ (3850010),0,0,0,0,0,0
CRYZL1 (4220379),0,0,0,0,0,0
CRYZL1 (6060646),0,0,0,0,0,0
CS (2140408),0,0,1,0,0,0
CS (2470187),0,0,0,0,0,0
CSAD (2810255),0,0,1,0,0,0
CSAG1 (3830202),0,0,1,0,0,0
CSAG3A (1230609),0,0,1,0,0,0
CSAG3A (4010095),0,0,1,1,0,0
CSAG3B (2030504),0,0,1,0,0,0
CSAG3B (5860504),0,0,1,0,0,0
CSAG3B (6900377),0,0,1,0,0,0
CSDA (2320129),0,0,0,0,0,0
CSDE1 (3710440),0,0,1,0,0,0
CSE1L (4920139),0,0,0,0,0,0
CSE1L (5130674),0,0,1,0,0,0
CSE1L (7000634),0,0,0,0,0,0
CSF1R (1070014),0,0,1,1,1,1
CSF2RA (130674),0,0,0,0,0,0
CSF2RA (1980689),0,0,1,0,1,1
CSF2RA (2900053),0,0,0,0,0,0
CSF2RA (4010719),0,0,1,0,1,0
CSF3R (6270114),0,0,1,0,0,1
CSGALNACT1 (4610561),0,0,0,0,0,0
CHPF2 (1740326),0,0,0,0,0,0
CSHL1 (1690102),0,0,1,0,0,0
CSK (3170239),0,0,0,0,0,0
CSNK1A1 (3170468),0,0,0,0,0,0
CSNK1A1 (7210241),0,0,0,0,0,0
CSNK1D (780762),0,0,0,0,0,0
CSNK1D (1110736),0,0,0,0,0,0
